longitude,latitude,sqft_living,population,price,ocean_proximity,yr_changed,bedrooms
-116.89,33.86,6900,1950,146300,0,2021,4.0
-116.95,33.86,6,8,55000,0,2022,1.0
-116.86,33.84,521,174,91100,0,2005,1.0
-116.98,33.94,3459,1760,89800,0,1996,2.0
-116.98,33.93,2277,1391,73200,0,1983,1.0
-116.97,33.94,3197,1722,91200,0,1994,2.0
-116.97,33.93,2793,1583,73200,0,1994,2.0
-116.98,33.93,376,267,68300,0,1990,1.0
-116.9,33.98,3915,1820,98600,0,1993,2.0
-116.93,33.93,7804,3297,95600,0,2010,6.0
-116.89,33.93,4549,2494,72600,0,1994,3.0
-116.88,33.93,1495,865,55000,0,1986,1.0
-116.9,33.93,3183,1820,71800,0,1989,2.0
-116.91,34.0,553,215,193800,0,2005,1.0
-116.87,33.94,4448,2736,73400,0,1988,3.0
-116.87,33.93,3141,2589,54600,0,1991,3.0
-116.87,33.91,1858,1632,73100,0,1986,1.0
-116.89,33.92,2653,1967,81000,0,2013,2.0
-116.75,33.83,5277,657,143400,0,2007,4.0
-116.8,33.8,324,158,100000,0,1988,1.0
-116.71,33.75,10665,1874,150500,0,1998,8.0
-116.68,33.71,3460,658,161100,0,2002,2.0
-116.74,33.62,2385,682,214300,0,2012,2.0
-116.8,33.52,830,272,163500,0,2020,1.0
-116.89,33.48,1016,443,137500,0,2009,1.0
-116.87,33.57,1153,446,128100,0,2011,1.0
-116.72,33.56,3166,1250,122900,0,2010,2.0
-116.48,33.61,1294,457,115300,0,2015,1.0
-116.57,33.64,489,183,345500,0,2013,1.0
-116.76,33.46,1251,544,173400,0,2017,1.0
-116.42,33.51,186,102,103100,0,1997,1.0
-116.6,33.49,3730,1346,113500,0,2007,3.0
-116.69,33.5,1187,442,155700,0,2010,1.0
-116.39,33.82,11115,4122,74400,0,2008,9.0
-116.71,33.94,549,209,66300,0,2011,1.0
-116.51,33.89,1284,537,61000,0,2002,1.0
-116.61,33.93,321,157,68100,0,1988,1.0
-116.57,33.94,551,224,50000,0,1994,1.0
-116.57,34.0,260,69,76600,0,2003,1.0
-116.44,33.93,5293,1201,88400,0,2006,5.0
-116.36,33.88,12557,2453,78500,0,2012,12.0
-116.52,33.97,3921,1902,89600,0,2010,3.0
-116.51,33.96,4913,2518,61100,0,2007,5.0
-116.53,33.95,2990,1280,68200,0,2005,2.0
-116.5,33.95,7249,4274,66600,0,2013,7.0
-116.51,33.94,3369,1315,66000,0,2011,3.0
-116.48,33.96,1381,644,89400,0,2012,1.0
-116.47,33.94,2233,919,85200,0,2005,1.0
-116.48,33.94,3254,923,81000,0,2013,3.0
-116.5,33.98,4332,1420,146400,0,2018,3.0
-116.51,33.84,980,454,100000,0,2007,1.0
-116.63,33.89,1540,610,71000,0,2001,1.0
-116.52,33.84,4465,853,130400,0,2006,3.0
-116.54,33.87,3648,1687,70400,0,2007,4.0
-116.57,33.84,7962,2009,230200,0,2005,6.0
-116.53,33.85,10077,3048,110900,0,2007,8.0
-116.55,33.84,2992,676,500001,0,1995,2.0
-116.53,33.84,8399,3470,159000,0,1995,7.0
-116.52,33.85,7559,3189,112500,0,2010,5.0
-116.5,33.82,343,29,87500,0,2007,1.0
-116.49,33.82,3316,2362,65900,0,1996,2.0
-116.52,33.82,10227,3623,145200,0,2002,9.0
-116.54,33.82,9482,2725,115600,0,2011,10.0
-116.56,33.83,1765,451,321900,0,1987,1.0
-116.48,33.8,3004,437,90000,0,2008,2.0
-116.5,33.81,5032,3086,94800,0,1997,4.0
-116.52,33.81,12396,2548,162200,0,2011,10.0
-116.54,33.81,6814,2628,124100,0,1992,6.0
-116.54,33.81,6087,1721,199400,0,1999,4.0
-116.49,33.8,8789,1274,148900,0,2010,7.0
-116.54,33.8,6050,1432,183900,0,2001,5.0
-116.57,33.76,2616,581,301600,0,1998,2.0
-116.5,33.69,4810,1304,248100,0,2003,4.0
-116.54,33.79,9374,1678,235600,0,2005,7.0
-116.53,33.78,2547,411,220500,0,2005,1.0
-116.53,33.88,4423,1906,125200,0,2018,3.0
-116.48,33.84,5480,1050,137500,0,2018,5.0
-116.48,33.79,9425,1711,145200,0,2009,8.0
-116.47,33.84,9169,3838,142500,0,2020,6.0
-116.46,33.82,4863,3010,104200,0,2017,3.0
-116.47,33.81,10105,6274,90900,0,2016,9.0
-116.46,33.79,6960,1130,136400,0,2013,5.0
-116.43,33.81,6710,2069,115100,0,2015,5.0
-116.42,33.79,7095,1179,285000,0,2011,5.0
-116.43,33.78,4293,1091,232100,0,2006,2.0
-116.45,33.78,5228,1177,134600,0,2007,3.0
-116.42,33.76,16921,2524,341700,0,2009,11.0
-116.4,33.78,3059,612,259200,0,2015,2.0
-116.45,33.8,5534,2283,99100,0,2014,4.0
-116.36,33.78,24121,4176,239300,0,2017,18.0
-116.38,33.74,17579,3581,194500,0,2016,13.0
-116.33,33.75,19107,2880,158500,0,2018,15.0
-116.31,33.73,12467,4086,131900,0,2004,10.0
-116.46,33.78,1137,604,55000,0,1998,1.0
-116.46,33.78,2565,2301,83000,0,1990,2.0
-116.47,33.77,4300,1557,122500,0,1997,3.0
-116.47,33.78,1781,759,113600,0,1996,1.0
-116.38,33.73,11836,3811,134500,0,2013,9.0
-116.37,33.72,8626,3497,121300,0,2006,7.0
-116.39,33.72,7646,2496,128000,0,2004,6.0
-116.38,33.71,12509,2737,258100,0,2006,9.0
-116.39,33.69,11659,2186,238800,0,2013,8.0
-116.37,33.72,6190,2242,152300,0,2004,5.0
-116.44,33.77,4872,955,97500,0,2005,4.0
-116.43,33.75,2596,473,500001,0,1999,1.0
-116.44,33.74,846,117,403300,0,2018,1.0
-116.41,33.74,2475,910,168800,0,1998,1.0
-116.41,33.74,4289,958,177800,0,2006,3.0
-116.42,33.68,3895,900,138300,0,2008,3.0
-116.37,33.69,8806,858,318100,0,2016,6.0
-116.33,33.72,12327,2450,353100,0,2012,8.0
-116.29,33.67,5048,883,231300,0,2011,3.0
-116.3,33.68,2387,863,137500,0,2013,1.0
-116.31,33.67,2214,1152,93400,0,2008,1.0
-116.31,33.67,4686,2466,91800,0,2012,3.0
-116.31,33.66,4497,2248,98000,0,2016,3.0
-116.31,33.65,3079,1572,102600,0,2015,2.0
-116.26,33.72,9404,3208,105800,0,2013,7.0
-116.25,33.69,1664,907,92900,0,2018,1.0
-116.22,33.7,3861,825,124700,0,2014,3.0
-116.24,33.76,1961,966,96700,0,2014,2.0
-116.29,33.74,12991,4571,199300,0,2017,10.0
-116.29,33.72,3584,1097,167400,0,2018,3.0
-116.25,33.81,880,507,67500,0,1999,1.0
-116.25,33.75,278,375,50000,0,1990,1.0
-116.24,33.72,5236,2725,93400,0,1998,4.0
-116.24,33.71,9033,5525,95000,0,2013,8.0
-116.24,33.73,2774,1530,104100,0,2009,2.0
-116.22,33.74,4120,2918,69400,0,1997,3.0
-116.21,33.75,894,830,68200,0,2001,
-116.21,33.72,2488,2891,68900,0,1995,2.0
-116.22,33.73,1695,1279,68500,0,1985,1.0
-116.23,33.73,1133,918,72100,0,1994,1.0
-116.21,33.71,3114,3157,82200,0,2004,3.0
-116.22,33.72,826,979,58800,0,1995,1.0
-116.2,33.7,2399,2654,60600,0,1997,2.0
-116.23,33.72,4981,3779,76900,0,1991,5.0
-116.23,33.71,4874,5032,90000,0,2006,5.0
-116.15,33.69,197,331,112500,0,2001,1.0
-116.11,33.64,1273,1548,84700,0,2003,1.0
-116.15,33.64,1711,1896,65400,0,2013,1.0
-116.2,33.63,1152,1077,96300,0,2000,1.0
-116.21,33.66,1596,1201,100900,0,2004,1.0
-116.21,33.68,584,625,100000,0,1989,1.0
-116.25,33.68,926,238,366700,0,2007,1.0
-116.26,33.65,7437,574,382400,0,2020,4.0
-116.17,33.53,1713,1978,58600,0,2010,2.0
-116.12,33.53,2421,2971,100000,0,2006,3.0
-116.01,33.51,2985,4042,66400,0,1999,3.0
-115.84,33.49,1660,637,68900,0,2003,1.0
-116.16,33.68,1230,1334,61400,0,2011,1.0
-116.17,33.67,3585,3873,65900,0,2005,3.0
-116.17,33.66,639,664,47500,0,2001,1.0
-116.19,33.67,1859,1994,67500,0,2007,1.0
-116.18,33.67,2888,2940,66700,0,1998,2.0
-116.18,33.69,89,79,155000,0,2006,1.0
-116.19,33.69,5692,5682,74000,0,2012,5.0
-116.08,33.86,381,182,76100,0,2007,1.0
-115.22,33.54,1706,3424,53500,0,2005,1.0
-114.67,33.92,97,29,27500,0,2006,1.0
-115.58,33.88,1161,724,71700,0,2002,1.0
-114.98,33.82,644,137,71300,0,2008,1.0
-114.49,33.97,2809,83,87500,0,2006,2.0
-114.65,33.6,1678,666,94900,0,1995,1.0
-114.68,33.49,1491,1135,44400,0,2003,1.0
-114.56,33.69,720,333,85700,0,2006,1.0
-114.57,33.64,1501,515,73400,0,2009,1.0
-114.57,33.57,1454,624,65500,0,2003,1.0
-114.57,33.52,173,117,45000,0,1996,1.0
-114.59,33.61,4789,3134,58400,0,1989,4.0
-114.61,33.62,1187,1115,61500,0,2007,1.0
-114.6,33.62,3741,2434,86500,0,2007,3.0
-114.58,33.63,1387,671,74000,0,1994,1.0
-114.62,33.62,18,5,275000,0,1997,1.0
-114.58,33.61,2907,1841,82400,0,1998,2.0
-114.6,33.6,1988,1182,62000,0,2002,1.0
-121.43,38.58,5298,1933,155700,0,1988,3.0
-121.43,38.57,2507,888,163700,0,1985,1.0
-121.42,38.57,1878,710,161400,0,1985,1.0
-121.44,38.58,1806,764,147100,0,1980,1.0
-121.43,38.57,2443,939,142000,0,1977,1.0
-121.44,38.57,3080,975,164500,0,1971,2.0
-121.44,38.58,2334,892,148800,0,1981,1.0
-121.45,38.58,2314,796,153900,0,1979,1.0
-121.45,38.57,1962,704,147900,0,1975,1.0
-121.46,38.58,4408,1604,181600,0,1971,3.0
-121.46,38.58,1394,689,109800,0,1983,1.0
-121.47,38.58,2092,878,115100,0,1979,2.0
-121.47,38.58,3807,1484,137500,0,1980,3.0
-121.47,38.58,2035,904,109300,0,1971,1.0
-121.48,38.58,576,273,94300,0,1971,1.0
-121.48,38.58,2434,1281,140600,0,1975,2.0
-121.49,38.58,2151,1146,90300,0,1971,2.0
-121.48,38.59,1186,1038,70500,0,1971,1.0
-121.49,38.59,463,486,85000,0,2003,1.0
-121.49,38.58,1000,456,168800,0,1971,1.0
-121.5,38.58,761,2031,162500,0,2018,1.0
-121.5,38.58,4018,1570,125000,0,2003,4.0
-121.5,38.57,745,297,77500,0,2014,1.0
-121.49,38.58,569,509,137500,0,1971,1.0
-121.48,38.58,1823,761,137500,0,1981,2.0
-121.48,38.57,2438,1148,141700,0,1976,3.0
-121.48,38.57,567,272,187500,0,1971,1.0
-121.49,38.57,1334,634,93800,0,1974,1.0
-121.49,38.57,2410,1091,87900,0,1985,3.0
-121.47,38.57,1360,589,150000,0,1984,1.0
-121.47,38.57,3136,1443,123900,0,1975,3.0
-121.48,38.57,2809,1243,114100,0,1985,3.0
-121.47,38.57,438,176,200000,0,1971,1.0
-121.47,38.57,3233,1223,168100,0,1973,3.0
-121.48,38.58,2501,1081,157500,0,1971,3.0
-121.45,38.57,2006,825,236100,0,1971,1.0
-121.45,38.56,3170,1027,233800,0,1971,1.0
-121.46,38.56,1750,764,111800,0,1971,1.0
-121.46,38.57,810,326,140000,0,1971,1.0
-121.46,38.57,893,367,213200,0,1971,1.0
-121.46,38.57,1917,722,158900,0,1971,1.0
-121.46,38.57,1625,614,156700,0,1971,1.0
-121.43,38.56,1105,443,131700,0,1982,1.0
-121.44,38.56,2423,873,131900,0,1978,1.0
-121.44,38.56,906,257,139400,0,1971,1.0
-121.43,38.56,1533,532,125900,0,1973,1.0
-121.43,38.56,1316,452,137800,0,1977,1.0
-121.45,38.57,3994,1295,232500,0,1971,2.0
-121.45,38.56,3420,1301,173800,0,1971,2.0
-121.42,38.55,182,115,98900,0,1988,1.0
-121.43,38.55,3514,1509,100100,0,1979,2.0
-121.45,38.55,3374,1412,77600,0,2004,3.0
-121.46,38.56,1878,722,122800,0,1971,1.0
-121.45,38.56,1250,452,121200,0,1972,1.0
-121.44,38.55,1698,726,97000,0,1977,1.0
-121.47,38.56,889,273,85600,0,1971,1.0
-121.46,38.56,907,479,104000,0,1971,1.0
-121.46,38.55,3126,1789,84100,0,1971,2.0
-121.46,38.55,2094,1364,68500,0,1971,1.0
-121.47,38.55,1091,926,65400,0,1975,1.0
-121.47,38.56,1532,782,85900,0,1971,1.0
-121.47,38.56,2083,874,95800,0,1972,2.0
-121.47,38.56,1986,1044,88100,0,1979,2.0
-121.48,38.56,1151,518,113600,0,1979,1.0
-121.48,38.56,1476,688,134700,0,1977,1.0
-121.48,38.57,1145,596,114300,0,1985,1.0
-121.49,38.56,900,506,87500,0,1981,1.0
-121.49,38.56,1521,987,86900,0,1988,1.0
-121.49,38.57,1492,736,108800,0,1972,1.0
-121.5,38.57,1124,807,94600,0,1982,1.0
-121.5,38.57,1375,766,87500,0,1979,1.0
-121.51,38.57,613,425,93800,0,1987,1.0
-121.5,38.57,858,510,80000,0,1978,1.0
-121.5,38.56,2646,1684,123100,0,1977,2.0
-121.51,38.56,1048,1320,137500,0,1980,1.0
-121.51,38.55,3032,1341,137900,0,1978,2.0
-121.51,38.55,1485,531,137200,0,1977,1.0
-121.49,38.56,1844,667,103500,0,1971,1.0
-121.49,38.55,2515,836,151100,0,1971,1.0
-121.5,38.55,2784,957,209800,0,1971,1.0
-121.49,38.56,1777,624,137800,0,1971,1.0
-121.49,38.54,2313,779,123000,0,1976,2.0
-121.5,38.54,1145,334,405800,0,1971,1.0
-121.49,38.55,4280,1486,224100,0,1972,2.0
-121.5,38.55,4094,1363,236800,0,1974,2.0
-121.5,38.54,1167,452,179800,0,1979,1.0
-121.48,38.55,2508,832,228700,0,1971,1.0
-121.48,38.55,2037,811,162500,0,1971,1.0
-121.48,38.56,1587,877,94300,0,1973,1.0
-121.48,38.55,1684,675,175000,0,1971,1.0
-121.48,38.55,2216,714,191900,0,1971,1.0
-121.48,38.56,814,327,125000,0,1971,1.0
-121.47,38.55,968,706,65400,0,1975,1.0
-121.47,38.55,1303,861,55800,0,1994,1.0
-121.47,38.54,2085,1346,56700,0,1976,1.0
-121.47,38.55,979,546,67000,0,1999,1.0
-121.47,38.55,1384,561,94600,0,1971,1.0
-121.45,38.54,1159,810,56000,0,1976,1.0
-121.45,38.54,1278,839,58300,0,1982,1.0
-121.46,38.54,1001,605,58200,0,1975,1.0
-121.46,38.55,2077,1454,57000,0,1983,1.0
-121.42,38.54,1407,556,108000,0,1994,1.0
-121.43,38.54,2084,912,92700,0,1980,1.0
-121.43,38.54,1879,791,101500,0,1979,1.0
-121.44,38.54,2570,1145,92400,0,1979,2.0
-121.45,38.54,3421,1441,86600,0,1975,2.0
-121.42,38.54,2525,1726,87600,0,2005,2.0
-121.42,38.54,2358,1071,94300,0,1994,1.0
-121.43,38.54,3321,1346,101300,0,1981,2.0
-121.44,38.54,2855,1217,93600,0,1984,
-121.44,38.54,2518,1308,75700,0,1976,2.0
-121.41,38.53,2061,1110,79000,0,1988,1.0
-121.41,38.53,1058,588,72100,0,1986,1.0
-121.42,38.53,1958,1171,71200,0,1986,1.0
-121.42,38.53,1581,832,71800,0,1987,1.0
-121.43,38.53,1488,846,82700,0,1987,1.0
-121.43,38.53,2430,1199,81900,0,1987,1.0
-121.44,38.53,1951,1089,80600,0,1986,1.0
-121.41,38.52,3087,2529,66800,0,1998,2.0
-121.42,38.51,3249,2611,87800,0,2002,2.0
-121.42,38.52,2828,1655,72600,0,1991,2.0
-121.43,38.52,2089,955,72100,0,1980,1.0
-121.43,38.52,3657,2925,78300,0,1993,3.0
-121.44,38.52,2080,995,76600,0,1985,1.0
-121.5,38.53,3184,1188,192000,0,1984,2.0
-121.5,38.53,3642,1508,114300,0,1986,2.0
-121.51,38.53,1613,631,191900,0,1989,1.0
-121.51,38.53,2603,966,216600,0,1987,1.0
-121.5,38.52,2008,1261,59100,0,1986,1.0
-121.51,38.51,2918,1085,171300,0,1990,1.0
-121.51,38.51,1595,542,251600,0,1992,1.0
-121.51,38.52,3236,1167,181400,0,1993,2.0
-121.48,38.53,1451,786,101600,0,1985,1.0
-121.49,38.53,2966,1225,130600,0,1983,2.0
-121.49,38.54,1655,841,78400,0,1986,1.0
-121.48,38.53,1378,708,103900,0,1980,1.0
-121.48,38.52,1824,906,96400,0,1987,1.0
-121.49,38.52,1902,955,96800,0,1986,1.0
-121.49,38.53,1468,571,124200,0,1981,1.0
-121.48,38.54,3364,1841,73500,0,1982,2.0
-121.48,38.53,1704,902,62300,0,1986,1.0
-121.47,38.54,2099,1845,52500,0,1987,2.0
-121.47,38.53,3215,2400,54400,0,1980,2.0
-121.47,38.53,543,506,65400,0,1979,1.0
-121.49,38.51,700,260,152900,0,2005,1.0
-121.49,38.5,2364,1331,84500,0,1991,1.0
-121.49,38.5,1715,842,87900,0,1993,1.0
-121.5,38.5,2049,787,98500,0,1994,1.0
-121.49,38.51,3166,1857,79500,0,1993,2.0
-121.51,38.54,2815,1075,164800,0,1989,1.0
-121.52,38.53,3089,1366,160300,0,1992,2.0
-121.52,38.53,3377,1289,171200,0,1993,2.0
-121.52,38.51,6876,2942,156900,0,2000,5.0
-121.51,38.49,4426,1856,158300,0,2002,3.0
-121.51,38.5,4719,1857,180200,0,1998,2.0
-121.55,38.51,5490,2415,216800,0,2009,3.0
-121.55,38.5,4868,2036,204600,0,2014,2.0
-121.54,38.5,6093,2415,183600,0,2008,4.0
-121.54,38.51,8482,3362,217900,0,2006,6.0
-121.53,38.5,3087,1365,216800,0,2006,1.0
-121.53,38.51,6132,2595,178900,0,2003,5.0
-121.52,38.5,4900,2519,184400,0,2004,3.0
-121.53,38.48,27870,11935,212200,0,2018,20.0
-121.52,38.49,3344,1341,152800,0,2018,3.0
-121.54,38.49,9104,3759,174500,0,2017,6.0
-121.48,38.52,2561,1583,95800,0,1989,1.0
-121.48,38.51,979,723,72300,0,1999,1.0
-121.48,38.5,2679,1740,70300,0,2000,3.0
-121.49,38.49,1557,986,77700,0,1997,1.0
-121.5,38.49,3606,2317,78200,0,1994,2.0
-121.5,38.49,4013,2032,83400,0,1991,2.0
-121.48,38.49,3165,2447,78600,0,1997,3.0
-121.49,38.49,4629,2902,74600,0,1997,3.0
-121.47,38.49,3595,2760,78800,0,2006,3.0
-121.47,38.48,2969,1745,76200,0,1998,2.0
-121.49,38.47,6121,4224,68000,0,1997,4.0
-121.47,38.48,2359,2048,67300,0,1999,1.0
-121.45,38.54,1865,1052,60500,0,1985,1.0
-121.45,38.53,1746,1142,69900,0,1985,1.0
-121.45,38.53,1893,884,75400,0,1989,1.0
-121.45,38.53,1717,848,87000,0,1989,1.0
-121.46,38.54,1453,843,63900,0,1984,1.0
-121.46,38.53,2745,1607,65400,0,1986,2.0
-121.46,38.54,1825,1226,55700,0,1987,1.0
-121.47,38.52,2177,1971,66800,0,1997,2.0
-121.46,38.51,2123,1576,110000,0,2005,2.0
-121.45,38.5,3033,1559,99500,0,1998,2.0
-121.47,38.5,1895,620,137500,0,2006,1.0
-121.47,38.51,20,74,80000,0,1971,1.0
-121.47,38.52,2316,1597,60400,0,1981,2.0
-121.44,38.52,3446,2460,69700,0,1987,3.0
-121.45,38.51,4221,2294,75900,0,1994,3.0
-121.45,38.52,1705,827,71200,0,1986,1.0
-121.45,38.52,1477,888,70300,0,1986,1.0
-121.46,38.52,3873,2237,72100,0,1994,3.0
-121.46,38.51,2437,1596,84100,0,1991,2.0
-121.46,38.52,1279,963,65600,0,1989,1.0
-121.44,38.51,7212,4828,82400,0,1996,6.0
-121.44,38.5,2527,1089,96800,0,1996,1.0
-121.44,38.5,2033,1281,97500,0,2003,2.0
-121.42,38.51,7901,4769,90400,0,2008,5.0
-121.42,38.5,7740,4333,87900,0,1999,6.0
-121.46,38.49,10211,5656,107900,0,2008,7.0
-121.45,38.49,3573,1540,109800,0,1989,2.0
-121.44,38.49,4297,2083,109300,0,1992,3.0
-121.45,38.48,2780,1638,103100,0,1995,2.0
-121.43,38.48,4602,2299,90500,0,2011,3.0
-121.44,38.48,4929,2621,109800,0,2011,4.0
-121.45,38.48,1766,1028,98700,0,1999,1.0
-121.46,38.48,3593,1710,93100,0,2015,2.0
-121.42,38.49,13180,7235,103000,0,2006,9.0
-121.42,38.48,7880,4749,116000,0,2010,7.0
-121.4,38.49,7290,3960,106300,0,2011,5.0
-121.38,38.49,8537,4224,108900,0,2012,6.0
-121.39,38.51,1808,758,92000,0,2004,1.0
-121.42,38.56,2066,2548,55000,0,2002,2.0
-121.39,38.56,8507,3517,137400,0,2004,5.0
-121.38,38.55,2790,1407,133700,0,2000,1.0
-121.38,38.55,1532,781,130900,0,1997,1.0
-121.39,38.55,2171,1053,126200,0,1998,1.0
-121.39,38.55,1734,783,154300,0,2005,1.0
-121.4,38.55,2697,1088,142500,0,1997,1.0
-121.41,38.55,2534,1495,156300,0,2009,2.0
-121.4,38.55,2497,748,142400,0,2004,1.0
-121.4,38.53,152,65,67500,0,1985,1.0
-121.48,38.59,987,1253,82100,0,1980,1.0
-121.5,38.59,88,119,67500,0,1980,1.0
-121.44,38.6,2987,1240,137500,0,2007,3.0
-121.41,38.56,7228,2455,179500,0,2006,5.0
-121.37,38.57,4899,1701,387000,0,2001,3.0
-121.39,38.57,2648,863,338700,0,1990,1.0
-121.4,38.57,2022,639,297600,0,1998,1.0
-121.41,38.57,4429,1538,190700,0,2007,4.0
-121.4,38.56,2623,838,327800,0,2001,1.0
-121.42,38.6,3713,2194,89600,0,2000,4.0
-121.42,38.6,1166,574,102800,0,1988,1.0
-121.42,38.6,1327,613,111400,0,1987,1.0
-121.43,38.61,2289,1100,95700,0,1990,2.0
-121.44,38.61,172,149,55000,0,1989,1.0
-121.41,38.61,3099,1322,105500,0,1987,2.0
-121.41,38.6,5407,2523,104200,0,2007,5.0
-121.41,38.59,5527,2883,114500,0,2005,5.0
-121.41,38.59,12355,5692,99100,0,2006,14.0
-121.41,38.58,6955,2803,141400,0,2005,7.0
-121.39,38.61,2396,1225,136600,0,1987,2.0
-121.39,38.6,5773,2607,118800,0,2001,5.0
-121.4,38.61,1994,782,136400,0,1986,1.0
-121.38,38.59,1239,764,103000,0,1987,1.0
-121.39,38.59,2091,1053,108100,0,1990,1.0
-121.39,38.59,1151,563,113600,0,1989,1.0
-121.4,38.59,2228,1130,124600,0,1998,2.0
-121.4,38.59,2614,1181,156800,0,2005,2.0
-121.38,38.59,2253,1018,98700,0,1987,1.0
-121.39,38.58,2019,878,93400,0,1987,1.0
-121.39,38.58,2577,913,448300,0,1982,1.0
-121.37,38.6,3137,1312,136800,0,1988,2.0
-121.37,38.6,1119,414,283300,0,1987,1.0
-121.38,38.6,1249,362,446400,0,1987,1.0
-121.38,38.61,2888,1168,148600,0,1989,1.0
-121.37,38.59,2523,927,207800,0,1987,1.0
-121.37,38.58,2839,1006,280400,0,1986,1.0
-121.38,38.58,2968,1176,191700,0,1985,1.0
-121.38,38.59,1839,685,189400,0,1985,1.0
-121.37,38.59,2388,838,194100,0,1987,1.0
-121.35,38.61,3900,1549,115700,0,1996,3.0
-121.35,38.6,4314,1662,170100,0,1996,2.0
-121.36,38.6,1930,805,133000,0,1988,1.0
-121.36,38.6,1275,530,133600,0,1987,1.0
-121.36,38.61,2355,993,144100,0,1988,1.0
-121.35,38.59,1285,460,265700,0,1994,1.0
-121.36,38.59,3303,1185,225700,0,1991,1.0
-121.36,38.58,3196,978,344000,0,1998,1.0
-121.35,38.58,2992,1105,320200,0,2003,1.0
-121.34,38.58,1631,599,267200,0,2005,1.0
-121.34,38.59,2912,1132,225900,0,2000,1.0
-121.34,38.59,3273,1151,380000,0,2001,1.0
-121.36,38.64,6540,2667,175200,0,1999,4.0
-121.36,38.63,6119,2631,146400,0,1995,3.0
-121.35,38.62,4175,2032,164000,0,1995,3.0
-121.35,38.61,4916,2140,134100,0,1998,4.0
-121.36,38.61,2191,951,159500,0,1986,1.0
-121.36,38.62,2447,1077,133000,0,1989,2.0
-121.36,38.63,2619,940,164500,0,1993,1.0
-121.37,38.64,322,133,139300,0,1987,1.0
-121.38,38.64,4563,2256,143400,0,2004,4.0
-121.37,38.63,3658,1452,120700,0,1991,3.0
-121.37,38.63,494,253,141100,0,1986,1.0
-121.37,38.63,5996,2532,151800,0,1993,4.0
-121.37,38.62,1743,697,166100,0,1996,1.0
-121.38,38.62,2352,1127,116500,0,1989,2.0
-121.38,38.62,774,356,115300,0,1982,1.0
-121.37,38.62,1077,447,115600,0,1980,1.0
-121.37,38.61,945,460,127100,0,1981,1.0
-121.37,38.61,823,329,114100,0,1984,1.0
-121.38,38.61,2375,863,126900,0,1996,2.0
-121.39,38.63,2930,1661,118900,0,1993,2.0
-121.39,38.63,1226,359,150400,0,1989,1.0
-121.39,38.61,2024,786,156900,0,1988,1.0
-121.39,38.62,5693,2334,170500,0,1996,5.0
-121.39,38.62,2696,1059,160900,0,1978,2.0
-121.4,38.63,3626,1577,130400,0,1993,3.0
-121.4,38.63,1540,1079,98700,0,1992,1.0
-121.4,38.62,3671,1733,113200,0,1995,3.0
-121.4,38.61,3512,1515,118800,0,1990,3.0
-121.41,38.62,3260,1735,97500,0,2002,3.0
-121.42,38.62,3171,1591,88600,0,1990,3.0
-121.42,38.61,1126,589,84400,0,1989,1.0
-121.43,38.61,1134,675,65200,0,1983,1.0
-121.42,38.62,1087,462,64900,0,1982,1.0
-121.42,38.63,1385,740,78000,0,1981,1.0
-121.43,38.63,1009,604,67000,0,1980,1.0
-121.42,38.63,2217,1203,73100,0,1981,2.0
-121.43,38.62,1765,1008,73000,0,1987,1.0
-121.44,38.61,1404,765,63300,0,1982,1.0
-121.41,38.64,1578,897,66800,0,1982,1.0
-121.41,38.64,1384,682,64400,0,1985,1.0
-121.42,38.64,1720,1069,60500,0,1981,1.0
-121.42,38.64,1728,1042,58500,0,1979,1.0
-121.42,38.65,2274,1157,49800,0,2002,1.0
-121.43,38.65,909,661,77400,0,2005,1.0
-121.43,38.64,2010,1501,65900,0,1989,1.0
-121.44,38.64,1756,837,70500,0,2005,1.0
-121.44,38.64,1678,971,62100,0,1998,1.0
-121.44,38.65,1219,559,122200,0,1995,1.0
-121.44,38.63,1673,1116,62200,0,1985,1.0
-121.44,38.63,1077,753,55900,0,1990,1.0
-121.44,38.63,1402,970,71000,0,1985,1.0
-121.44,38.62,1607,972,64700,0,1986,1.0
-121.44,38.62,3009,1513,61000,0,1986,2.0
-121.45,38.65,2680,1885,110000,0,2018,2.0
-121.46,38.65,3746,2161,103400,0,2015,3.0
-121.46,38.65,3167,1787,92600,0,2009,2.0
-121.45,38.64,1481,1079,60600,0,2000,1.0
-121.46,38.64,1517,1287,67000,0,2003,1.0
-121.46,38.63,3185,2444,67600,0,1997,2.0
-121.45,38.63,1246,884,51700,0,1995,1.0
-121.45,38.62,1534,1147,59800,0,1986,1.0
-121.45,38.62,2419,1696,63100,0,1985,2.0
-121.45,38.61,2436,1509,81400,0,1991,2.0
-121.46,38.61,705,464,60900,0,1980,1.0
-121.46,38.62,3326,2511,60900,0,1988,2.0
-121.44,38.61,1591,1000,70100,0,1990,1.0
-121.45,38.6,2324,823,158900,0,1979,1.0
-121.45,38.61,1758,1094,70000,0,1977,2.0
-121.46,38.61,1111,613,66300,0,1980,1.0
-121.46,38.6,1978,823,135600,0,1994,2.0
-121.45,38.61,438,263,67500,0,1989,1.0
-121.47,38.63,2197,1374,69300,0,1994,2.0
-121.47,38.61,1072,781,65800,0,1992,
-121.47,38.61,1372,850,67500,0,1988,1.0
-121.52,38.65,1269,494,331300,0,2006,1.0
-121.53,38.61,8149,2933,178800,0,2018,7.0
