longitude,latitude,sqft_living,total_bedrooms,population,price,ocean_proximity,yr_changed
-120.46,39.83,3406,2.0,1567,75900,0,2005
-120.38,39.82,1262,1.0,510,92800,0,2013
-120.15,39.8,785,1.0,366,82500,0,2004
-120.94,40.17,1334,1.0,597,89200,0,2001
-120.91,40.08,1629,1.0,641,69600,0,1999
-120.94,40.14,3127,2.0,1345,58000,0,1992
-121.23,40.01,725,1.0,219,75000,0,1985
-120.71,40.13,897,1.0,276,89400,0,2004
-121.25,40.27,958,1.0,28,67500,0,1998
-121.24,40.31,1597,1.0,632,93600,0,1987
-121.23,40.29,3229,2.0,1501,77100,0,2002
-121.19,40.23,1572,1.0,247,193800,0,2013
-121.08,40.19,919,1.0,69,137500,0,2012
-121.06,40.23,1127,1.0,215,143800,0,2000
-121.09,40.3,1717,1.0,501,113400,0,2008
-121.14,40.29,1944,1.0,384,111500,0,2006
-121.15,40.25,5156,3.0,616,145200,0,2009
-117.35,34.0,1214,1.0,723,87800,0,1985
-117.36,33.99,1178,1.0,804,92900,0,1981
-117.37,34.0,730,1.0,476,88900,0,1987
-117.37,34.0,1248,1.0,770,90600,0,1982
-117.36,34.0,4592,3.0,2769,105100,0,2004
-117.37,34.01,1386,1.0,703,124200,0,2008
-117.38,34.0,2881,2.0,1470,123800,0,1978
-117.38,33.99,1797,1.0,905,141700,0,1971
-117.38,33.98,2274,2.0,1167,101600,0,1971
-117.39,33.98,2337,1.0,948,169100,0,1986
-117.41,33.97,950,1.0,383,125000,0,1999
-117.37,33.98,2862,3.0,1878,96700,0,1980
-117.38,33.97,1157,1.0,2027,155000,0,1994
-117.38,33.98,642,1.0,462,162500,0,2013
-117.37,33.98,1342,2.0,844,95800,0,1996
-117.37,33.99,917,1.0,666,114200,0,1979
-117.36,33.98,1680,1.0,1570,82300,0,1977
-117.37,33.97,3676,2.0,2653,92400,0,1989
-117.37,33.97,1156,1.0,877,79900,0,1985
-117.37,33.97,1166,1.0,976,84800,0,1983
-117.37,33.98,201,1.0,130,125000,0,1971
-117.35,33.99,131,1.0,89,112500,0,1978
-117.35,33.98,4163,4.0,3928,85900,0,1992
-117.35,33.97,3960,3.0,2807,122500,0,1996
-117.36,33.97,1625,1.0,1212,82200,0,1991
-117.36,33.98,2070,1.0,1851,80700,0,1990
-117.37,33.96,3974,2.0,1398,216600,0,1990
-117.35,33.96,2396,1.0,951,235200,0,1998
-117.35,33.95,1650,1.0,557,204800,0,1995
-117.37,33.94,9286,5.0,3565,219600,0,2009
-117.36,33.92,9376,4.0,3570,315200,0,2016
-117.39,33.97,3307,2.0,1269,136200,0,1971
-117.38,33.97,2953,2.0,1406,150000,0,1993
-117.39,33.96,1992,1.0,948,129300,0,1971
-117.4,33.96,1806,1.0,709,125500,0,1972
-117.39,33.97,1915,1.0,1060,117900,0,1975
-117.4,33.97,1383,1.0,649,148900,0,1985
-117.4,33.97,1707,1.0,660,134800,0,1982
-117.41,33.96,2837,2.0,1393,118800,0,1991
-117.41,33.96,4481,3.0,2398,123400,0,1999
-117.41,33.97,2316,1.0,956,157800,0,1989
-117.44,33.96,124,1.0,50,112500,0,1994
-117.43,33.96,3747,2.0,2399,116500,0,1995
-117.44,33.95,914,1.0,556,115300,0,1992
-117.4,33.95,2189,1.0,866,111500,0,1977
-117.4,33.95,1979,1.0,954,117300,0,1991
-117.41,33.95,1586,1.0,675,132100,0,1986
-117.41,33.95,1462,1.0,849,123900,0,1986
-117.42,33.95,4251,3.0,2494,110800,0,1991
-117.42,33.96,2275,1.0,1691,98100,0,1990
-117.41,33.96,2341,1.0,1272,112700,0,1996
-117.38,33.96,3153,2.0,1544,133800,0,1993
-117.39,33.95,1380,1.0,598,122900,0,1987
-117.39,33.95,1599,1.0,721,120700,0,1988
-117.4,33.95,633,1.0,292,121400,0,1980
-117.39,33.96,2527,1.0,1344,114400,0,1974
-117.37,33.95,2215,1.0,771,142600,0,1991
-117.37,33.94,1682,1.0,706,140100,0,2003
-117.38,33.94,2468,1.0,1164,136800,0,2002
-117.39,33.93,3014,1.0,1832,127900,0,1997
-117.39,33.95,3306,2.0,1742,109100,0,1988
-117.4,33.94,1198,1.0,1019,82700,0,1993
-117.4,33.93,1468,1.0,1168,81300,0,1988
-117.41,33.93,793,1.0,669,89300,0,1988
-117.4,33.94,987,1.0,551,112000,0,1986
-117.4,33.94,943,1.0,466,116000,0,1981
-117.41,33.94,2074,1.0,911,117600,0,1990
-117.41,33.94,3181,2.0,1603,112500,0,1994
-117.42,33.93,2885,2.0,1509,125600,0,1991
-117.41,33.94,4179,4.0,2096,118500,0,2001
-117.42,33.94,2420,2.0,1383,113500,0,1997
-117.42,33.94,1764,1.0,1094,113900,0,1988
-117.43,33.95,2284,1.0,1425,104500,0,1987
-117.43,33.93,2386,1.0,1176,113300,0,1987
-117.43,33.93,4836,5.0,3012,129300,0,2008
-117.43,33.93,1273,1.0,686,109400,0,1992
-117.44,33.93,1577,1.0,880,116000,0,1989
-117.45,33.94,3539,3.0,1987,103700,0,2011
-117.44,33.94,2349,1.0,1479,114100,0,1991
-117.44,33.94,2992,2.0,1521,126900,0,1993
-117.44,33.94,1814,1.0,903,118700,0,1991
-117.44,33.93,1371,1.0,715,129900,0,1990
-117.45,33.93,5998,5.0,3185,113900,0,2003
-117.44,33.92,2433,2.0,1466,110800,0,1990
-117.45,33.91,2320,1.0,1358,121400,0,1994
-117.45,33.92,2552,2.0,1840,113300,0,1988
-117.39,33.92,2886,2.0,2327,113700,0,1998
-117.4,33.9,1263,1.0,508,314100,0,1991
-117.44,33.9,4487,3.0,2609,148700,0,2000
-117.43,33.91,14281,10.0,7540,138000,0,2008
-117.42,33.89,80,1.0,55,193800,0,2019
-117.4,34.01,1858,1.0,1311,87800,0,1998
-117.41,34.01,1231,1.0,841,92000,0,1989
-117.43,34.02,3084,2.0,1753,97800,0,1990
-117.42,34.02,5455,3.0,3015,162800,0,2014
-117.4,34.0,2316,2.0,1829,86800,0,1999
-117.4,34.0,1192,1.0,1013,76200,0,1992
-117.41,34.0,2228,2.0,1697,83400,0,1985
-117.43,33.98,2634,1.0,1376,152200,0,2002
-117.42,33.98,10072,8.0,5913,119500,0,2007
-117.45,34.01,3042,2.0,1720,95200,0,1997
-117.43,34.01,2101,1.0,1150,98300,0,1989
-117.41,34.0,2372,2.0,1647,88600,0,1997
-117.42,34.0,1617,1.0,1153,96600,0,1991
-117.43,33.99,3307,2.0,1738,116900,0,2005
-117.44,33.99,9966,6.0,5008,171300,0,2011
-117.5,34.0,1929,1.0,1237,128500,0,2008
-117.49,33.99,2050,1.0,1153,116400,0,2002
-117.48,33.98,2451,1.0,1785,115000,0,2003
-117.49,33.98,2727,1.0,1691,160600,0,2006
-117.5,33.98,2394,1.0,1291,138700,0,2002
-117.47,33.98,12106,7.0,5810,158100,0,2015
-117.48,34.01,2000,1.0,1361,121100,0,2000
-117.49,34.02,2051,1.0,1466,108200,0,1988
-117.49,34.02,3736,2.0,2021,142400,0,2002
-117.51,34.02,7779,7.0,3996,135300,0,1999
-117.48,34.0,6751,4.0,3266,145500,0,2011
-117.51,34.0,3791,2.0,2258,124700,0,1987
-117.52,33.99,13562,8.0,7600,182900,0,2009
-117.53,33.97,1293,1.0,774,141000,0,1989
-117.53,33.97,1430,1.0,872,141000,0,1994
-117.51,33.97,352,1.0,184,137500,0,1988
-117.53,34.02,256,1.0,101,375000,0,2004
-117.6,33.94,2925,2.0,1921,153100,0,1997
-117.55,34.0,3583,2.0,1587,75000,0,2006
-117.53,33.94,5675,3.0,2834,203200,0,2002
-117.55,33.94,5398,3.0,2672,163900,0,1993
-117.56,33.94,266,1.0,136,164300,0,1994
-117.56,33.94,575,1.0,318,257100,0,2017
-117.57,33.93,1240,1.0,519,271900,0,2020
-117.55,33.95,3196,1.0,1581,229400,0,2006
-117.59,33.91,10223,5.0,5205,203400,0,2016
-117.57,33.9,3797,3.0,2369,137600,0,2016
-117.56,33.89,693,1.0,365,191700,0,2007
-117.55,33.89,2999,1.0,1396,164800,0,1998
-117.52,33.89,17978,12.0,7305,220800,0,2021
-117.6,33.91,1864,1.0,1006,251000,0,2008
-117.55,33.93,5187,3.0,2725,154300,0,1998
-117.55,33.92,2807,2.0,1653,163300,0,1999
-117.55,33.9,1839,1.0,871,198800,0,2002
-117.53,33.92,2290,1.0,728,233500,0,2011
-117.58,33.92,4157,2.0,2036,246400,0,2007
-117.57,33.91,2620,1.0,1324,214600,0,2001
-117.59,33.93,338,1.0,200,244200,0,2006
-117.5,33.93,4741,3.0,2903,135600,0,2004
-117.49,33.91,5364,4.0,3754,139100,0,2006
-117.5,33.92,2529,2.0,1504,115600,0,1992
-117.5,33.92,2101,1.0,1061,146800,0,1995
-117.51,33.95,9016,5.0,4285,169100,0,2011
-117.46,33.95,1565,1.0,1142,99600,0,1989
-117.47,33.95,6248,4.0,3795,124600,0,2008
-117.5,33.96,7923,5.0,4861,139200,0,2011
-117.5,33.95,932,1.0,711,143400,0,1994
-117.46,33.94,2481,2.0,2411,85800,0,1997
-117.47,33.94,559,1.0,532,88500,0,1989
-117.48,33.94,1891,1.0,1693,112900,0,2004
-117.48,33.94,1625,1.0,1046,117300,0,1994
-117.49,33.94,2787,1.0,1684,127100,0,1995
-117.46,33.93,4112,3.0,2821,114700,0,2007
-117.46,33.93,4780,3.0,3043,132800,0,2004
-117.46,33.92,713,1.0,476,121100,0,2002
-117.47,33.93,919,1.0,724,110500,0,1990
-117.47,33.94,2086,1.0,1501,105600,0,1989
-117.46,33.94,1566,1.0,1056,105400,0,1988
-117.48,33.93,2191,1.0,1564,122000,0,1992
-117.47,33.92,3869,3.0,2500,126100,0,2005
-117.49,33.93,2970,2.0,2156,124600,0,1997
-117.47,33.91,3491,3.0,1920,127300,0,2002
-117.46,33.9,9738,8.0,4936,144800,0,2013
-117.48,33.89,10395,7.0,6295,149900,0,2009
-117.49,33.9,10235,8.0,5271,159100,0,2016
-117.48,33.91,3611,2.0,1869,141100,0,2001
-117.44,33.88,2589,1.0,1109,334100,0,2018
-117.51,33.89,5418,4.0,2690,158000,0,2007
-117.51,33.88,3044,2.0,2541,123800,0,1999
-117.52,33.88,722,1.0,770,102500,0,2002
-117.53,33.88,2855,2.0,2453,91000,0,2001
-117.5,33.87,6755,4.0,2866,239800,0,2019
-117.56,33.88,838,1.0,722,96200,0,1987
-117.58,33.89,1731,1.0,1269,107900,0,2009
-117.55,33.88,2472,2.0,2143,108800,0,2004
-117.57,33.87,2076,2.0,1374,138200,0,1990
-117.56,33.88,1196,1.0,1052,113000,0,1983
-117.57,33.88,1755,1.0,1453,119400,0,1988
-117.57,33.88,679,1.0,769,110600,0,1984
-117.58,33.87,765,1.0,590,113500,0,1981
-117.59,33.88,3586,3.0,2695,117000,0,2016
-117.59,33.88,3239,3.0,2751,107000,0,2010
-117.58,33.88,1739,1.0,1235,116100,0,2007
-117.57,33.87,621,1.0,443,122800,0,1986
-117.57,33.87,1786,1.0,939,165000,0,1996
-117.58,33.87,2772,1.0,1685,163900,0,2006
-117.58,33.87,701,1.0,356,144300,0,1993
-117.58,33.87,1511,1.0,773,142100,0,1989
-117.55,33.85,8207,5.0,3887,195300,0,2019
-117.56,33.83,895,1.0,346,339300,0,1995
-117.58,33.85,16431,10.0,8222,195100,0,2017
-117.54,33.82,202,1.0,75,216700,0,2017
-117.55,33.83,502,1.0,228,500001,0,2017
-117.6,33.85,6538,3.0,2928,221400,0,2014
-117.56,33.86,6964,4.0,3240,177100,0,1998
-117.55,33.87,8136,6.0,4976,137100,0,2005
-117.64,33.88,8010,5.0,3920,204800,0,2010
-117.6,33.87,6450,4.0,3716,150300,0,2005
-117.6,33.86,2949,1.0,1671,161000,0,2000
-117.6,33.87,7626,6.0,3823,138100,0,2008
-117.64,33.87,17470,10.0,5964,257900,0,2021
-117.52,33.84,688,1.0,575,111000,0,2003
-117.52,33.83,2397,1.0,1347,189800,0,2001
-117.53,33.83,2191,1.0,1156,195600,0,2016
-117.54,33.76,5846,4.0,3258,160800,0,2018
-117.52,33.82,3776,2.0,1877,215000,0,2009
-117.36,33.88,2857,1.0,1361,189800,0,2008
-117.33,33.9,12837,7.0,4636,187800,0,2021
-117.34,33.89,2678,1.0,1225,211300,0,2006
-117.38,33.89,3964,2.0,1707,267900,0,2011
-117.36,33.88,5600,3.0,2573,240500,0,2013
-117.26,33.86,1171,1.0,659,110000,0,2007
-117.33,33.87,2300,1.0,1001,161300,0,2009
-117.3,33.85,3991,3.0,2317,127900,0,2008
-117.28,33.85,3498,2.0,2372,118000,0,2007
-117.43,33.81,4770,2.0,1985,295200,0,2010
-117.4,33.76,1954,1.0,973,249100,0,2015
-117.4,33.85,7538,4.0,3450,223600,0,2014
-117.26,33.84,1159,1.0,523,123200,0,2011
-117.32,33.87,826,1.0,440,173900,0,2008
-117.28,33.89,6982,5.0,5650,152700,0,1990
-117.34,33.96,6437,5.0,2805,184500,0,2008
-117.32,33.96,3216,2.0,1363,144500,0,2004
-117.34,33.94,4589,2.0,1660,236500,0,2003
-117.34,33.94,7910,,3382,214500,0,2010
-117.31,33.94,11232,7.0,4218,216500,0,2016
-117.33,33.98,1417,1.0,881,162500,0,1971
-117.33,33.97,152,1.0,1275,162500,0,2015
-117.34,34.0,321,1.0,214,101600,0,1996
-117.34,33.98,17286,19.0,9851,103400,0,2013
-117.32,33.99,5464,3.0,2400,133500,0,1996
-117.31,33.97,3420,2.0,1502,140300,0,1995
-117.29,33.97,18767,12.0,8805,160600,0,2019
-117.35,34.01,3707,3.0,1938,95300,0,2000
-117.34,34.02,2683,2.0,2047,85400,0,1995
-117.32,34.01,3021,2.0,1580,129900,0,2000
-117.24,33.95,6617,4.0,3710,132600,0,2012
-117.23,33.94,13195,10.0,6763,142000,0,2016
-117.25,33.95,13096,8.0,6780,138700,0,2018
-117.23,33.96,9179,5.0,4573,163300,0,2018
-117.21,33.95,8403,4.0,3962,155500,0,2018
-117.14,33.94,4873,2.0,1947,223200,0,2018
-117.21,33.97,18356,10.0,8437,197700,0,2020
-117.28,33.94,972,1.0,773,135700,0,2013
-117.28,33.92,3623,3.0,2721,86900,0,1988
-117.27,33.92,8443,6.0,4885,127200,0,2010
-117.27,33.93,337,1.0,115,164800,0,2021
-117.24,33.94,1569,1.0,1123,113900,0,2008
-117.24,33.93,7105,5.0,4520,113200,0,2011
-117.25,33.93,10110,7.0,5804,137600,0,2015
-117.25,33.92,9812,7.0,5595,124600,0,2016
-117.23,33.91,11654,8.0,7596,127200,0,2014
-117.23,33.89,11775,8.0,6686,136600,0,2018
-117.23,33.94,2405,2.0,1594,114200,0,2015
-117.22,33.93,5104,4.0,3513,117000,0,2009
-117.22,33.92,16884,11.0,9509,130900,0,2018
-117.21,33.93,10002,5.0,5439,152600,0,2019
-117.16,33.92,3236,2.0,1610,143500,0,2011
-117.22,33.9,8302,5.0,5155,121500,0,2015
-117.13,33.89,1611,1.0,275,244400,0,2019
-117.19,33.9,21060,13.0,9623,143000,0,2020
-117.22,33.87,56,1.0,39,500001,0,2007
-117.24,33.85,1031,1.0,606,136300,0,2015
-117.17,33.83,77,1.0,64,187500,0,2016
-117.2,33.83,1265,1.0,621,161300,0,2009
-117.23,33.83,1424,1.0,681,100000,0,2021
-117.21,33.82,4198,3.0,1943,122100,0,2021
-117.22,33.81,9911,7.0,5145,113700,0,2019
-117.21,33.71,8476,7.0,2711,97900,0,2007
-117.2,33.72,5528,4.0,1674,110100,0,2015
-117.2,33.72,5373,4.0,1573,98600,0,2007
-117.2,33.71,4210,3.0,1283,83300,0,1999
-117.2,33.7,6323,4.0,1984,92400,0,2000
-117.19,33.7,5783,5.0,1990,83500,0,1999
-117.19,33.69,6484,4.0,3295,136400,0,2020
-117.27,33.68,26322,16.0,9360,228900,0,2015
-117.25,33.7,5156,3.0,2294,113400,0,2013
-117.23,33.68,3659,2.0,1476,125900,0,2013
-117.22,33.66,1869,1.0,1007,117200,0,2011
-117.17,33.66,7401,4.0,2826,177300,0,2021
-117.07,33.67,939,1.0,557,145800,0,2012
-117.11,33.83,2715,2.0,1540,139600,0,2009
-117.11,33.78,1914,1.0,930,161200,0,2010
-117.08,33.82,1771,1.0,935,148200,0,2017
-117.18,33.78,1697,1.0,808,169300,0,2016
-117.11,33.75,4174,3.0,1845,96100,0,2006
-117.16,33.76,4934,3.0,2508,155400,0,2012
-117.22,33.74,1810,1.0,931,109200,0,2016
-117.06,33.78,2813,2.0,1345,145300,0,2006
-117.14,33.81,4496,3.0,2044,148800,0,2010
-117.22,33.8,5284,3.0,2703,126500,0,2020
-117.09,33.71,1974,1.0,1276,90500,0,2010
-117.07,33.72,4928,3.0,2132,112500,0,2007
-117.11,33.74,4799,4.0,1966,71300,0,2005
-117.15,33.7,6305,5.0,2489,111500,0,2021
-117.16,33.73,2381,1.0,1323,140700,0,2013
-117.23,33.79,3318,3.0,2016,89300,0,2006
-117.23,33.78,3465,2.0,2672,81500,0,2000
-117.23,33.77,2108,1.0,1666,83000,0,2018
-117.29,33.83,4173,3.0,2393,118300,0,2008
-117.32,33.8,3196,2.0,1757,173300,0,2012
-117.26,33.81,4249,3.0,2405,146500,0,2001
-117.24,33.77,6907,5.0,3665,104200,0,2014
-117.31,33.75,3173,2.0,2204,129200,0,2004
-117.27,33.77,2876,2.0,1859,101300,0,2007
-117.29,33.72,2248,1.0,1207,110000,0,2004
-117.28,33.72,1161,1.0,640,114600,0,2012
-117.39,33.69,6529,3.0,3464,168700,0,2018
-117.37,33.7,4345,3.0,2425,123800,0,2015
-117.34,33.71,2591,1.0,1255,154300,0,2013
-117.31,33.67,981,1.0,596,157400,0,2014
-117.35,33.69,1229,1.0,581,111300,0,2012
-117.33,33.67,4376,4.0,2667,100600,0,1996
-117.35,33.68,516,1.0,282,125000,0,2013
-117.38,33.67,13288,10.0,7235,131800,0,2014
-117.38,33.67,10145,9.0,4776,132600,0,2006
-117.35,33.64,6859,6.0,3405,109200,0,2000
-117.29,33.63,16010,10.0,7139,162200,0,2016
-117.28,33.66,4573,3.0,2513,163600,0,2008
-117.43,33.55,446,1.0,188,465600,0,2015
-117.36,33.6,4097,3.0,2082,159300,0,2013
-117.25,33.65,1652,1.0,725,155600,0,2013
-117.19,33.64,1481,1.0,757,210700,0,2011
-117.21,33.61,7722,5.0,2975,150900,0,2016
-117.2,33.58,30450,20.0,9419,174300,0,2021
-117.16,33.61,2744,1.0,1223,215300,0,2020
-117.12,33.61,2569,1.0,1232,145600,0,2021
-117.16,33.57,20391,12.0,7132,187300,0,2021
-117.16,33.54,4952,4.0,2912,147500,0,2019
-117.05,33.52,3471,2.0,1541,347700,0,2018
-116.96,33.52,2802,1.0,1155,392100,0,2014
-117.1,33.56,1868,1.0,750,307600,0,2017
-117.02,33.6,1972,1.0,964,337200,0,2016
-116.96,33.62,1003,1.0,388,221900,0,2015
-117.22,33.48,1585,1.0,510,493300,0,2018
-117.19,33.53,108,1.0,43,187500,0,2017
-117.18,33.51,270,1.0,120,500001,0,2010
-117.12,33.49,21988,16.0,8824,191100,0,2019
-117.12,33.52,30401,19.0,13251,212300,0,2019
-117.15,33.45,9089,5.0,3886,174200,0,2019
-116.99,33.46,1614,1.0,846,43000,0,2010
-117.23,33.57,13724,9.0,5860,183000,0,2017
-117.27,33.55,6112,3.0,2088,429000,0,2019
-117.32,33.51,966,1.0,311,500001,0,2019
-117.02,33.71,8278,6.0,3062,134700,0,2017
-116.91,33.71,6807,4.0,2703,189700,0,2004
-116.89,33.73,2094,1.0,937,201300,0,2008
-116.95,33.68,1183,1.0,543,173900,0,2012
-116.9,33.65,652,1.0,248,93800,0,2008
-116.92,33.63,397,1.0,239,143800,0,2005
-116.99,33.73,16148,13.0,6159,97800,0,2010
-116.9,33.74,2281,1.0,894,127900,0,2009
-116.95,33.75,2238,2.0,1190,85800,0,2004
-116.95,33.75,4676,4.0,2770,109500,0,2000
-116.93,33.75,6027,4.0,3136,121500,0,2009
-116.93,33.74,3757,2.0,1693,112800,0,2008
-116.95,33.74,2233,1.0,1024,89400,0,2003
-116.96,33.73,4735,3.0,2306,87000,0,2003
-116.95,33.73,4587,3.0,2233,94500,0,2002
-116.95,33.74,1996,1.0,1270,91200,0,2005
-116.94,33.74,2901,1.0,1414,118900,0,2004
-116.94,33.73,5160,3.0,2344,120000,0,2006
-116.93,33.73,3603,2.0,1644,132300,0,2010
-116.96,33.75,3269,3.0,2328,76300,0,1988
-116.97,33.74,2712,2.0,1519,86200,0,1992
-116.97,33.75,3740,3.0,2011,77500,0,2001
-116.99,33.75,9601,9.0,4002,77000,0,2005
-116.98,33.74,4952,4.0,1589,85700,0,1998
-116.97,33.74,3674,3.0,1498,76900,0,2003
-116.96,33.74,3649,3.0,1717,87600,0,2004
-116.94,33.77,7240,5.0,2708,137600,0,2009
-117.01,33.75,2873,3.0,1094,105100,0,2008
-116.95,33.76,6890,6.0,3141,95900,0,2013
-116.98,33.77,5829,5.0,2711,107900,0,2011
-116.99,33.76,7626,6.0,2823,69400,0,2011
-117.0,33.74,5330,6.0,2143,94400,0,2015
-117.02,33.73,3700,3.0,1171,112500,0,2009
-116.99,33.77,10352,8.0,3559,113100,0,2016
-117.02,33.76,1317,1.0,453,120700,0,2003
-116.98,33.83,2228,1.0,653,139300,0,2008
-117.02,33.81,6317,5.0,2625,108900,0,2013
-116.95,33.79,10997,8.0,5060,95300,0,2015
-116.95,33.79,2399,2.0,1726,77700,0,2003
-116.96,33.79,2990,2.0,2108,83000,0,2002
-116.97,33.78,2680,2.0,1728,74800,0,1999
-116.95,33.78,3409,3.0,1939,74000,0,1999
-116.89,33.79,701,1.0,434,56700,0,2011
-116.87,33.76,4116,3.0,1714,130800,0,2018
-116.88,33.74,3111,2.0,1000,140000,0,2003
-116.89,33.75,2719,2.0,930,81700,0,2000
-116.91,33.75,10886,8.0,4266,123400,0,2010
-116.86,33.73,2604,1.0,978,170700,0,2010
-117.04,34.0,3750,3.0,1594,104900,0,1998
-117.06,34.0,1575,1.0,879,94400,0,1990
-117.04,34.0,4624,3.0,2174,132100,0,2002
-116.99,33.99,4227,2.0,1849,195900,0,2001
-117.01,33.97,4775,3.0,1868,118800,0,2005
-116.95,33.97,5320,3.0,1947,116300,0,2009
-116.97,33.96,5876,4.0,2992,112100,0,2011
-117.11,33.98,1254,1.0,715,149000,0,1998
-117.02,33.95,1822,1.0,798,105200,0,2018
-117.03,33.89,78,1.0,27,187500,0,2017
-116.96,33.94,1999,1.0,1304,81900,0,2001
-116.99,33.92,503,1.0,293,147500,0,1997
-116.86,33.97,658,1.0,376,58000,0,2012
-116.79,33.99,319,1.0,212,90000,0,2007
-116.77,33.92,2307,2.0,1266,63000,0,2004
-116.81,33.9,2009,1.0,820,81800,0,2006
-116.89,33.86,6900,4.0,1950,146300,0,2021
-116.95,33.86,6,1.0,8,55000,0,2022
-116.86,33.84,521,1.0,174,91100,0,2005
-116.98,33.94,3459,2.0,1760,89800,0,1996
-116.98,33.93,2277,1.0,1391,73200,0,1983
-116.97,33.94,3197,2.0,1722,91200,0,1994
-116.97,33.93,2793,2.0,1583,73200,0,1994
-116.98,33.93,376,1.0,267,68300,0,1990
-116.9,33.98,3915,2.0,1820,98600,0,1993
-116.93,33.93,7804,6.0,3297,95600,0,2010
-116.89,33.93,4549,3.0,2494,72600,0,1994
-116.88,33.93,1495,1.0,865,55000,0,1986
-116.9,33.93,3183,2.0,1820,71800,0,1989
-116.91,34.0,553,1.0,215,193800,0,2005
-116.87,33.94,4448,3.0,2736,73400,0,1988
-116.87,33.93,3141,3.0,2589,54600,0,1991
-116.87,33.91,1858,1.0,1632,73100,0,1986
-116.89,33.92,2653,2.0,1967,81000,0,2013
-116.75,33.83,5277,4.0,657,143400,0,2007
-116.8,33.8,324,1.0,158,100000,0,1988
-116.71,33.75,10665,8.0,1874,150500,0,1998
-116.68,33.71,3460,2.0,658,161100,0,2002
-116.74,33.62,2385,2.0,682,214300,0,2012
-116.8,33.52,830,1.0,272,163500,0,2020
-116.89,33.48,1016,1.0,443,137500,0,2009
-116.87,33.57,1153,1.0,446,128100,0,2011
-116.72,33.56,3166,2.0,1250,122900,0,2010
-116.48,33.61,1294,1.0,457,115300,0,2015
-116.57,33.64,489,1.0,183,345500,0,2013
-116.76,33.46,1251,1.0,544,173400,0,2017
-116.42,33.51,186,1.0,102,103100,0,1997
-116.6,33.49,3730,3.0,1346,113500,0,2007
-116.69,33.5,1187,1.0,442,155700,0,2010
-116.39,33.82,11115,9.0,4122,74400,0,2008
-116.71,33.94,549,1.0,209,66300,0,2011
-116.51,33.89,1284,1.0,537,61000,0,2002
-116.61,33.93,321,1.0,157,68100,0,1988
-116.57,33.94,551,1.0,224,50000,0,1994
-116.57,34.0,260,1.0,69,76600,0,2003
-116.44,33.93,5293,5.0,1201,88400,0,2006
-116.36,33.88,12557,12.0,2453,78500,0,2012
-116.52,33.97,3921,3.0,1902,89600,0,2010
-116.51,33.96,4913,5.0,2518,61100,0,2007
-116.53,33.95,2990,2.0,1280,68200,0,2005
-116.5,33.95,7249,7.0,4274,66600,0,2013
-116.51,33.94,3369,3.0,1315,66000,0,2011
-116.48,33.96,1381,1.0,644,89400,0,2012
-116.47,33.94,2233,1.0,919,85200,0,2005
-116.48,33.94,3254,3.0,923,81000,0,2013
-116.5,33.98,4332,3.0,1420,146400,0,2018
-116.51,33.84,980,1.0,454,100000,0,2007
-116.63,33.89,1540,1.0,610,71000,0,2001
-116.52,33.84,4465,3.0,853,130400,0,2006
-116.54,33.87,3648,4.0,1687,70400,0,2007
-116.57,33.84,7962,6.0,2009,230200,0,2005
-116.53,33.85,10077,8.0,3048,110900,0,2007
-116.55,33.84,2992,2.0,676,500001,0,1995
-116.53,33.84,8399,7.0,3470,159000,0,1995
-116.52,33.85,7559,5.0,3189,112500,0,2010
-116.5,33.82,343,1.0,29,87500,0,2007
-116.49,33.82,3316,2.0,2362,65900,0,1996
-116.52,33.82,10227,9.0,3623,145200,0,2002
-116.54,33.82,9482,10.0,2725,115600,0,2011
-116.56,33.83,1765,1.0,451,321900,0,1987
-116.48,33.8,3004,2.0,437,90000,0,2008
-116.5,33.81,5032,4.0,3086,94800,0,1997
-116.52,33.81,12396,10.0,2548,162200,0,2011
-116.54,33.81,6814,6.0,2628,124100,0,1992
-116.54,33.81,6087,4.0,1721,199400,0,1999
-116.49,33.8,8789,7.0,1274,148900,0,2010
-116.54,33.8,6050,5.0,1432,183900,0,2001
-116.57,33.76,2616,2.0,581,301600,0,1998
-116.5,33.69,4810,4.0,1304,248100,0,2003
-116.54,33.79,9374,7.0,1678,235600,0,2005
-116.53,33.78,2547,1.0,411,220500,0,2005
-116.53,33.88,4423,3.0,1906,125200,0,2018
-116.48,33.84,5480,5.0,1050,137500,0,2018
-116.48,33.79,9425,8.0,1711,145200,0,2009
-116.47,33.84,9169,6.0,3838,142500,0,2020
-116.46,33.82,4863,3.0,3010,104200,0,2017
-116.47,33.81,10105,9.0,6274,90900,0,2016
-116.46,33.79,6960,5.0,1130,136400,0,2013
-116.43,33.81,6710,5.0,2069,115100,0,2015
-116.42,33.79,7095,5.0,1179,285000,0,2011
-116.43,33.78,4293,2.0,1091,232100,0,2006
-116.45,33.78,5228,3.0,1177,134600,0,2007
-116.42,33.76,16921,11.0,2524,341700,0,2009
-116.4,33.78,3059,2.0,612,259200,0,2015
-116.45,33.8,5534,4.0,2283,99100,0,2014
-116.36,33.78,24121,18.0,4176,239300,0,2017
-116.38,33.74,17579,13.0,3581,194500,0,2016
-116.33,33.75,19107,15.0,2880,158500,0,2018
-116.31,33.73,12467,10.0,4086,131900,0,2004
-116.46,33.78,1137,1.0,604,55000,0,1998
-116.46,33.78,2565,2.0,2301,83000,0,1990
